image_id,model,Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,CIDEr,SPICE All,SPICE Obj,SPICE Rel,caption,t_load,t_embed,t_sys,t_img,t_usr,t_sample,tokens,mem_llm,mem_clip,mem_compute
34,MiniCPM-v2.6-Q5_K,0.999999999818182,0.948683297873714,0.8434326651401625,0.6887246538622938,0.345150396937156,0.7395219951506755,0.4918238361258186,0.05405405405405406,0.19999999999999998,0.0,A plane in the sky with smoke coming out of it.,1.3613043340010336,6.956148074999874,1.765540554000836,4.697640442000193,1.090933686000426,2.092155153000931,13,5184.87,996.02,630.02
35,MiniCPM-v2.6-Q5_K,0.9090909089256201,0.7385489457383579,0.6235319076442863,0.5491004866675752,0.3946343248134508,0.6851366529389742,0.5846464383177739,0.1111111111111111,0.1904761904761905,0.0,A white JAL Japan Airlines airplane is parked at the gate.,1.3613043340010336,6.8084052319991315,1.7804461650011945,4.670801816000676,1.0595794650016614,2.2173497219991987,14,5184.87,996.02,630.02
38,MiniCPM-v2.6-Q5_K,0.8333333330555557,0.7071067809390603,0.6299605247129515,0.5372849656946186,0.36352335336458697,0.6666666666666666,1.5531668133927967,0.07407407407407407,0.18181818181818182,0.0625,A silver airplane in a museum.,1.3613043340010336,6.626523916998849,1.7811248720026924,4.657562362997851,1.0903722969997034,1.1979238710009668,8,5184.87,996.02,630.02
41,MiniCPM-v2.6-Q5_K,0.7647058823079586,0.5784106011207107,0.3546530846991464,4.224942446953579e-05,0.30679408948584236,0.5200974421437271,0.08786721335187203,0.10687022900763359,0.2352941176470588,0.03278688524590164,A couple of small airplanes parked on a grassy field next to a calm body of water.,1.3613043340010336,6.777544216000024,1.8122791239984508,4.672537327998725,1.0537782999999763,3.0039235599997482,20,5184.87,996.02,630.02
42,MiniCPM-v2.6-Q5_K,0.9999999999411765,0.9682458364931188,0.9085602963591365,0.8091067115177469,0.39630579122456483,0.7879440258342303,0.4464909187116922,0.11320754716981131,0.2222222222222222,0.08955223880597014,A grey jet with a picture of a woman on the tail is parked on a runway.,1.3613043340010336,6.722596137000437,1.812332282999705,4.671890425999663,1.0549934919999941,2.932072793999396,19,5184.87,996.02,630.02
43,MiniCPM-v2.6-Q5_K,0.9999999998000004,0.816496580759891,0.5503212080324162,0.3928146508141954,0.4313745852362142,0.6376306620209059,0.828212136164409,0.10256410256410256,0.21052631578947367,0.07142857142857142,A large commercial jet is taking off from a runway.,1.3613043340010336,6.8212854039993545,1.7540733639998507,4.648343466998995,1.082620422999753,1.8495418330003304,12,5184.87,996.02,630.02
46,MiniCPM-v2.6-Q5_K,0.9999999997500004,0.9258200995328305,0.8298265331423224,0.5814307368033079,0.4443438716486749,0.9446902654867256,1.0969533515701915,0.08602150537634408,0.13793103448275862,0.0,A red plane flies low over a city.,1.3613043340010336,6.928683495998484,1.7903160419991764,4.78085126300175,1.077761611000824,1.5419870839996292,10,5184.87,996.02,630.02
47,MiniCPM-v2.6-Q5_K,0.9999999996666668,0.9999999996500001,0.999999999627778,0.9999999995958335,0.8999999999999999,0.9104477611940297,2.1529237492251583,0.05633802816901409,0.18181818181818182,0.0,A plane flying in the sky.,1.3613043340010336,6.776444633998835,1.7720027640007174,4.651881268999205,1.0820551900014834,1.2054054629988968,8,5184.87,996.02,630.02
48,MiniCPM-v2.6-Q5_K,0.8333333331944446,0.7784989440288245,0.6716793860966113,0.5094110795424376,0.4687804647437577,0.6541053921568627,0.417809384549525,0.10619469026548672,0.20689655172413793,0.08695652173913045,A large airplane is on the runway with a small vehicle nearby.,1.3613043340010336,6.950766048998048,1.7709085259994026,4.669502807002573,1.0577549019981234,2.217054441000073,14,5184.87,996.02,630.02
49,MiniCPM-v2.6-Q5_K,0.9999999997777782,0.9999999997708338,0.8939035348843251,0.6985342054851089,0.4402765439821681,0.7907407407407409,1.311116205644986,0.10869565217391304,0.15384615384615385,0.05555555555555556,A red and white airplane flying over a mountain.,1.3613043340010336,6.819081792000361,1.7751742260006722,4.670281311000508,1.0555833430007624,1.6510897719999775,11,5184.87,996.02,630.02
50,MiniCPM-v2.6-Q5_K,0.7931034482485136,0.5049020779878899,0.26629326500654854,2.919287044472164e-05,0.21140788110814449,0.34186437511675694,0.008376126421341687,0.0837696335078534,0.16,0.0,A small boy wearing a green striped hat and a pink sweater is holding a white plastic bag. There are several silver metal containers in the dirt around him.,1.3613043340010336,6.902616821000265,1.7508104749995255,4.650791021000259,1.0520987340005377,4.937362704000407,32,5184.87,996.02,630.02
51,MiniCPM-v2.6-Q5_K,0.9333333332711112,0.8944271909381579,0.8212266757075897,0.6930977285661812,0.4901985082935962,0.742393509127789,1.5412849065515397,0.12173913043478261,0.26666666666666666,0.08108108108108107,A man is sitting on a bench near the ocean with a bicycle and camera.,1.3613043340010336,6.818307511000967,1.7806358569996519,4.705571778000376,1.0528395889996318,2.5429909380000026,17,5184.87,996.02,630.02
54,MiniCPM-v2.6-Q5_K,0.8461538460887575,0.7025594234729492,0.5640849043939263,0.4817133384134023,0.38842298401584413,0.6805865476569971,0.5444251779457057,0.055045871559633024,0.12903225806451613,0.044444444444444446,A woman in sunglasses is riding a bike on a large concrete surface.,1.3613043340010336,6.94047622799917,1.7589294589997735,4.642779789000997,1.0502990630011482,2.2547539789993607,15,5184.87,996.02,630.02
56,MiniCPM-v2.6-Q5_K,0.9999999997142859,0.9999999997023811,0.9283177664322725,0.7952707285024341,0.33175770738528076,0.7666527021365731,1.4001908106289234,0.09638554216867469,0.2222222222222222,0.04545454545454545,A girl with a helmet is smiling.,1.3613043340010336,6.7657025560001784,1.7762407130012434,4.717056481998952,1.0580278710003768,1.360913504000564,9,5184.87,996.02,630.02
58,MiniCPM-v2.6-Q5_K,0.9999999997500004,0.9258200995328305,0.8298265331423224,0.6914415690877681,0.529059933593805,0.8026315789473684,0.7048310936813323,0.0851063829787234,0.2857142857142857,0.05555555555555556,A cyclist riding his bike in a race.,1.3613043340010336,6.821914428999662,1.7834393919983995,4.686596837000252,1.062324301999979,1.4996155379994889,10,5184.87,996.02,630.02
63,MiniCPM-v2.6-Q5_K,0.9999999997777782,0.7071067810245025,0.5984084804464933,0.5169731538292097,0.3405283780037049,0.594541910331384,0.33328128110953137,0.05555555555555555,0.2222222222222222,0.0,Three people on bikes are riding down the street.,1.3613043340010336,6.664799881998988,1.7884582739989128,4.690603683000518,1.073944019000919,1.7045885650004493,11,5184.87,996.02,630.02
64,MiniCPM-v2.6-Q5_K,0.9999999997142859,0.9999999997023811,0.9283177664322725,0.668740304753907,0.4542475463253628,0.842929525564256,1.3958917134751205,0.1142857142857143,0.25,0.125,People ride their bicycles across a bridge.,1.3613043340010336,6.804152061000423,1.7778801919994294,4.690300715999911,1.055130344000645,1.3447148710001784,9,5184.87,996.02,630.02
65,MiniCPM-v2.6-Q5_K,0.7999999998400004,0.6666666665296299,0.4807498566671996,6.311969076838888e-05,0.24944680101220723,0.5865384615384615,0.2618722946886579,0.031496062992125984,0.0975609756097561,0.0,A bike on a stand with a light on top.,1.3613043340010336,6.641867252001248,1.7755848189990502,4.667698952000137,1.0567339219996938,1.9171780080014287,12,5184.87,996.02,630.02
66,MiniCPM-v2.6-Q5_K,0.9166666665138891,0.912870929019674,0.8735804645836431,0.7377879463343215,0.3297182051753003,0.6939704209328782,0.786111774381971,0.06666666666666668,0.14634146341463414,0.022727272727272724,A man on a cell phone next to a bike and flowers.,1.3613043340010336,7.041688525001518,1.8355262829991261,4.894247565000114,1.1169586020005227,2.3769810479989246,14,5184.87,996.02,630.02
67,MiniCPM-v2.6-Q5_K,0.9999999997142859,0.9999999997023811,0.9283177664322725,0.7952707285024341,0.4996193377772159,0.9360613810741688,0.6816659284203657,0.09876543209876544,0.19999999999999998,0.05882352941176471,A silver bike parked by a table.,1.3613043340010336,6.951317138999002,1.7759380040006363,4.686557037999592,1.067095213000357,1.3834824229998048,9,5184.87,996.02,630.02
69,MiniCPM-v2.6-Q5_K,0.9999999997777782,0.8660254035859749,0.7539474409501415,0.6803749331487142,0.3746428721743729,0.7907407407407409,0.877436004789697,0.05660377358490566,0.2222222222222222,0.0,A girl riding a bike with one leg up.,1.3613043340010336,6.789329563000138,1.776837560999411,4.682085393000307,1.0517247700008738,1.7489561770016735,11,5184.87,996.02,630.02
76,MiniCPM-v2.6-Q5_K,0.9999999996666668,0.9999999996500001,0.999999999627778,0.9999999995958335,1.0,1.0,1.0580875472049605,0.10526315789473684,0.23076923076923078,0.13793103448275862,A bicycle in black and white.,1.3613043340010336,5.940323863000231,1.7796640369997476,4.6584079029998975,1.083979138000359,1.3389848170008918,8,5184.87,996.02,630.02
77,MiniCPM-v2.6-Q5_K,0.9090909089256201,0.8528028652635105,0.7856009757221424,0.6529942055965371,0.33982400192269363,0.7534998627504803,0.5665771037136723,0.0909090909090909,0.24,0.06349206349206349,A cyclist rides past a car with bikes on the roof.,1.3613043340010336,6.632234742999572,1.7946654570005194,4.688725149000675,1.0615784149995307,1.948517578002793,13,5184.87,996.02,630.02
78,MiniCPM-v2.6-Q5_K,0.8333333331944446,0.5504818824693483,3.1176595382739197e-06,7.6174723693437e-09,0.2662078319105207,0.5350877192982456,0.1603514630121454,0.0784313725490196,0.12903225806451613,0.0,A professional road bike racer is in full form on the bike.,1.3613043340010336,6.844369644000835,1.7765022259991383,4.711648229000275,1.0563953510009014,2.101766007999686,14,5184.87,996.02,630.02
80,MiniCPM-v2.6-Q5_K,0.9999999997500004,0.9999999997410718,0.9410360286270985,0.9036020033535557,0.4877489542449111,0.875,0.9818140172439803,0.08080808080808081,0.24000000000000002,0.0,A man riding a bicycle across a street.,1.3613043340010336,8.027927098999498,2.227881263999734,5.864225002000239,1.3919658069989964,1.5835657500010711,10,5184.87,996.02,630.02
81,MiniCPM-v2.6-Q5_K,0.9999999997777782,0.9999999997708338,0.9999999997625665,0.9036020033861858,0.9052631578947371,1.0,2.463079303276344,0.09900990099009901,0.2727272727272727,0.04545454545454545,A little boy riding his bike in the snow.,1.3613043340010336,22.2507818590002,1.8761176509997313,14.77835030300048,1.1041884969999956,1.8461452649989951,11,5184.87,996.02,630.02
82,MiniCPM-v2.6-Q5_K,0.8333333331944446,0.728219081130291,0.6424382212448114,0.5859059369098998,0.4602226994541599,0.7261904761904763,1.0687731415449773,0.08888888888888889,0.2608695652173913,0.0392156862745098,A person wearing a helmet is riding a bike through the woods.,1.3613043340010336,6.0483175389999815,1.7808697510008642,4.67660328599959,1.0622530439995899,2.187302634001753,14,5184.87,996.02,630.02
88,MiniCPM-v2.6-Q5_K,0.9999999997777782,0.9999999997708338,0.9499142513674551,0.8091067113699516,0.4938970503068218,0.7393939393939394,1.3196198271983994,0.13333333333333333,0.35294117647058826,0.13333333333333333,A bicycle parked by a tree on a sidewalk.,1.3613043340010336,6.614413072999014,1.7866278540004714,4.698849699998391,1.0569610559996363,1.6528476940002292,11,5184.87,996.02,630.02
89,MiniCPM-v2.6-Q5_K,0.6249999998437503,0.5175491693727575,0.35474585289687116,5.4663255680950514e-05,0.38213572961786046,0.5446428571428571,0.27290344894851226,0.22950819672131148,0.4,0.16,A man checks the handlebars of his bike.,1.3613043340010336,6.765769763000208,1.7575127519994567,4.700847715999771,1.0521643179999955,1.6801036590004514,11,5184.87,996.02,630.02
90,MiniCPM-v2.6-Q5_K,0.4999999998750002,0.37796447291136165,0.2876847912547651,4.6713797759570566e-05,0.19249259631867535,0.43990384615384615,0.1856873141830675,0.04123711340206186,0.07999999999999999,0.0,A silver bike with its front wheel removed.,1.3613043340010336,6.664160432999779,1.7938609170014388,4.730695621999985,1.0590818919990852,1.5006923250002728,10,5184.87,996.02,630.02
91,MiniCPM-v2.6-Q5_K,0.9999999997142859,0.9999999997023811,0.9999999996873018,0.9999999996672622,0.3792841923979475,0.7334669338677354,0.9395594939255869,0.09345794392523364,0.23076923076923078,0.06779661016949151,People are riding bikes on a bridge.,1.3613043340010336,6.750050684000598,1.7792022350004117,4.702323437999439,1.045573658999274,1.3562576690001151,9,5184.87,996.02,630.02
93,MiniCPM-v2.6-Q5_K,0.7272727271404961,0.5393598898700768,0.31854558815077505,4.483386699498255e-05,0.2693880923282191,0.5169491525423728,0.3299031450063247,0.05442176870748299,0.1714285714285714,0.0,"Two men in jackets, each with a bicycle, carrying sheep carcasses.",1.3613043340010336,6.812606359000711,1.7740796460002457,4.677428520999456,1.0964602999993076,2.396957848000966,16,5184.87,996.02,630.02
94,MiniCPM-v2.6-Q5_K,0.8333333330555557,0.7071067809390603,4.999999998138894e-06,1.428720214271959e-08,0.4035028092615153,0.9242424242424241,0.513058169210818,0.05555555555555555,0.2666666666666667,0.0,A man on a red bike.,1.3613043340010336,6.604076065001209,1.8084654529993713,4.701240092999797,1.0650719160003064,1.200458494000486,8,5184.87,996.02,630.02
98,MiniCPM-v2.6-Q5_K,0.9999999997777782,0.790569414860923,0.44695176744216264,6.210944974110337e-05,0.36189176214038915,0.6256410256410255,0.4348353968431418,0.08,0.25,0.0,A person rides a bicycle over a brick sidewalk.,1.3613043340010336,6.603785334998975,1.753741959000763,4.706313213999238,1.05664210300165,1.6499746679983218,11,5184.87,996.02,630.02
103,MiniCPM-v2.6-Q5_K,0.9999999996000004,0.8660254034163782,0.6299605246569553,0.00010573712628898506,0.3899751238121113,0.8944281524926685,0.5966250004621256,0.04819277108433735,0.19999999999999998,0.0,A duck in the water.,1.3613043340010336,6.0574674119998235,1.776101714998731,4.657625081999868,1.073790263999399,1.0892171270006656,7,5184.87,996.02,630.02
105,MiniCPM-v2.6-Q5_K,0.7999999998400004,0.5962847938773745,0.44628863329348356,0.3356891924299591,0.34532486572308,0.7854077253218884,0.6822025404902878,0.061855670103092786,0.14814814814814814,0.037037037037037035,A bird with its wings spread is flying over water.,1.3613043340010336,6.85794690900002,1.7897836250012915,4.700062887999593,1.0456189460001042,1.8120323979983368,12,5184.87,996.02,630.02
106,MiniCPM-v2.6-Q5_K,0.9999999998000004,0.8819171035069142,0.7862823298860349,0.6756000772550598,0.47818557763226704,0.9070631970260222,1.6040774084919804,0.16901408450704225,0.25,0.0625,A red and gray bird perched on a tree branch.,1.3613043340010336,20.449113881999438,1.7731017650003196,14.240596343999641,1.0704086770001595,1.968358095999065,13,5184.87,996.02,630.02
107,MiniCPM-v2.6-Q5_K,0.9999999997142859,0.9999999997023811,0.9999999996873018,0.9999999996672622,0.92,0.9104477611940297,1.8724088512274522,0.046511627906976744,0.17391304347826084,0.0,A duck cleaning itself in a pond.,1.3613043340010336,6.773839596000471,1.809150717999728,4.677511309999318,1.0536037149995536,1.349056353999913,9,5184.87,996.02,630.02
109,MiniCPM-v2.6-Q5_K,0.8571428570204084,0.7262730390968146,0.6034799806125941,0.44710186185784817,0.3584945317870707,0.6335311572700296,0.20366663126277854,0.08130081300813007,0.1714285714285714,0.034482758620689655,A white stork is standing on a wooden plank near a body of water.,1.3613043340010336,6.716192714999124,1.8037460510004166,4.658641830999841,1.0814136609988054,2.784454917000403,17,5184.87,996.02,630.02
114,MiniCPM-v2.6-Q5_K,0.9999999997500004,0.9258200995328305,0.753947440925708,0.5410822689004724,0.4624729186116237,0.8097345132743362,2.1872506836916883,0.0851063829787234,0.2222222222222222,0.05555555555555555,A group of birds are inside a cage.,1.3613043340010336,19.35770976999993,1.7757634539993887,14.100533946999349,1.061536242999864,1.5262076090002665,10,5184.87,996.02,630.02
120,MiniCPM-v2.6-Q5_K,0.9999999997500004,0.9999999997410718,0.8735804645005713,0.7952707285414876,0.47605772918811057,0.875,3.296277508523287,0.16129032258064516,0.2857142857142857,0.07142857142857142,A brown bird perched on a bird feeder.,1.3613043340010336,22.278999189000388,1.979262058999666,14.89527529299994,1.134586076999767,1.9725215890011896,11,5184.87,996.02,630.02
122,MiniCPM-v2.6-Q5_K,0.7272727271404961,0.6030226890431458,0.4948976030651392,0.4172261447786801,0.35077171145796165,0.6500888099467139,0.3607957085389293,0.04705882352941176,0.13793103448275862,0.0,A large white and brown bird is sitting on a branch.,1.3613043340010336,7.1803300520005,1.8877982919984788,5.196871549000207,1.1034437830003299,2.3911941679998563,13,5184.87,996.02,630.02
123,MiniCPM-v2.6-Q5_K,0.8333333330555557,0.5773502689875534,4.367902322055668e-06,1.2909944482140289e-08,0.2465391803986196,0.5865384615384615,0.46173557350901256,0.029411764705882353,0.09090909090909091,0.0,A bird soars over the treetops.,1.3613043340010336,7.089307549000296,1.7791868029999023,4.687036548999458,1.0819922089995089,1.6916921439988073,11,5184.87,996.02,630.02
125,MiniCPM-v2.6-Q5_K,0.9999999996666668,0.9999999996500001,0.793700525688667,0.6389431039880333,0.42750933026297866,0.9104477611940297,2.339162221183287,0.16666666666666669,0.33333333333333337,0.13333333333333333,A bird on a tree branch.,1.3613043340010336,6.804129345000547,1.789895964999232,4.69366223399993,1.0590592000007746,1.1981665740004246,8,5184.87,996.02,630.02
126,MiniCPM-v2.6-Q5_K,0.6666666664444446,0.5163977793135832,0.4054801328872982,6.865890476915431e-05,0.2886221522793508,0.6069651741293532,0.7439008167089067,0.07407407407407407,0.16666666666666669,0.0,Birds landing on a bird feeder.,1.3613043340010336,6.422130825998465,1.782901208000112,4.715425397000217,1.056000006999966,1.3514194509989466,9,5184.87,996.02,630.02
127,MiniCPM-v2.6-Q5_K,0.9999999996666668,0.9999999996500001,0.9085602960778836,0.8408964149138524,0.4491243340081131,0.7587064676616916,0.9109953727448251,0.056338028169014086,0.2222222222222222,0.0,Ducks take off from the water.,1.3613043340010336,6.785964208998848,1.7756161130000692,4.655101020000075,1.0850550989998737,1.3539371070000925,9,5184.87,996.02,630.02
132,MiniCPM-v2.6-Q5_K,0.9999999997500004,0.9999999997410718,0.9999999997301591,0.9457416087349345,0.5158883169898099,0.9446902654867256,2.1833289591655634,0.12195121951219512,0.21052631578947367,0.07692307692307693,A small colorful bird sitting on a branch.,1.3613043340010336,6.9164688820001174,1.7749762109997391,4.671806742000626,1.0503222690003895,1.6125381799993193,10,5184.87,996.02,630.02
134,MiniCPM-v2.6-Q5_K,0.6249999999609376,0.4999999999677084,0.41491326665537864,0.2722589422880811,0.4218183522166957,0.6549079754601227,0.4632235996101022,0.06818181818181818,0.13793103448275865,0.0,A black bird with an orange patch on its wing is sitting on a concrete surface.,1.3613043340010336,6.639401583999643,1.7833256119993166,4.692991986999914,1.0841449689996807,2.706586067999524,18,5184.87,996.02,630.02
135,MiniCPM-v2.6-Q5_K,0.9999999996666668,0.8944271906868665,0.7368062994538218,0.604275079227126,0.42750933026297866,0.9104477611940297,2.7708890946860807,0.08823529411764706,0.25,0.0,A bird at a bird feeder.,1.3613043340010336,6.641657416999806,1.7728699229992344,4.673684158000469,1.0756292000005487,1.2611335289984709,8,5184.87,996.02,630.02
137,MiniCPM-v2.6-Q5_K,0.9999999997500004,0.7559289458227232,0.6586337558306233,0.5814307368033078,0.3076830876430639,0.6747787610619468,0.24813170730923784,0.04878048780487805,0.13793103448275862,0.0,A blue heron sitting on a wooden fence.,1.3613043340010336,21.02634180399764,1.7766422009990492,14.20800718800092,1.0603253560002486,1.6707396830024663,11,5184.87,996.02,630.02
141,MiniCPM-v2.6-Q5_K,0.9999999997142859,0.9128709289035893,0.7937005257359111,0.5946035573035137,0.4307441056826037,0.7904967602591793,1.3333188169199661,0.1,0.17391304347826084,0.038461538461538464,Two birds flying around a wooden post.,1.3613043340010336,6.056287669000085,1.7765052329996252,4.671704829999726,1.0643554340003902,1.4975163719991542,9,5184.87,996.02,630.02
142,MiniCPM-v2.6-Q5_K,0.999999999818182,0.9999999998136365,0.9614997133540659,0.9036020034312353,0.8380952380952381,0.9606299212598426,2.266696407717545,0.11764705882352941,0.23076923076923078,0.07547169811320754,A man and a young boy are walking on the beach.,1.3613043340010336,7.094209259999843,1.8290685459996894,4.953788455999529,1.092355614000553,2.2142346640011965,13,5184.87,996.02,630.02
144,MiniCPM-v2.6-Q5_K,0.9999999997500004,0.9999999997410718,0.9999999997301591,0.9457416087349345,0.4624729186116237,0.875,2.297593985870267,0.1081081081081081,0.3157894736842105,0.07142857142857144,A group of birds sit on the snow.,1.3613043340010336,6.640782211999976,1.7781490230008785,4.668254658001388,1.0637506780003605,1.5542488529990806,10,5184.87,996.02,630.02
145,MiniCPM-v2.6-Q5_K,0.8571428568979593,0.6546536705131399,4.409111381704975e-06,1.2098967346218613e-08,0.26765863708389565,0.5879518072289156,0.8434920666666057,0.048192771084337345,0.2222222222222222,0.0,A colorful parakeet stands on a cage.,1.3613043340010336,6.83586010900035,1.7701119890007249,4.677594438999222,1.0562500110008841,1.7500653630013403,11,5184.87,996.02,630.02
