image_id,model,Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,CIDEr,SPICE All,SPICE Obj,SPICE Rel,caption,t_load,t_embed,t_sys,t_img,t_usr,t_sample,tokens,mem_llm,mem_clip,mem_other
17,llava-v1.5-7B-F16,0.9999999997500004,0.9999999997410718,0.9999999997301591,0.9457416087349345,0.4526894589068442,0.8499203821656051,0.9567636080710386,0.1142857142857143,0.2222222222222222,0.10526315789473684, A small airplane is sitting on the runway.,32.04295313699913,2.668358609999814,3.0789461859994844,42.935999242000435,1.2335249710004064,7.745569394000086,12,12853.02,595.49,1220.9
20,llava-v1.5-7B-F16,0.9999999997777782,0.8660254035859749,0.685006710431798,0.5721248423132396,0.4051510836802596,0.7393939393939394,1.2112093622353268,0.1142857142857143,0.2857142857142857,0.08333333333333333, A yellow and red airplane flying in the sky.,32.04295313699913,2.4569408240004122,2.7935396619996027,38.10199405200001,1.0701449869993667,6.446039430000383,12,12853.02,595.49,1220.9
23,llava-v1.5-7B-F16,0.6666666666111113,0.3481553118810641,2.2971111883989787e-06,6.057952803035667e-09,0.17248465371079666,0.4518518518518518,0.41902934965914135,0.04545454545454545,0.08695652173913045,0.0, A white and blue airplane with the word Pacific on the side.,32.04295313699913,2.4627490370003216,2.7696603320000577,38.41737586200179,1.0865287599990552,7.984618974998739,15,12853.02,595.49,1220.9
28,llava-v1.5-7B-F16,0.6999999999300001,0.27888667548192064,2.134298608073372e-06,6.104735835076852e-09,0.19928825622775803,0.36454183266932266,0.38448074647374547,0.04395604395604396,0.08333333333333333,0.0, A white airplane with the letters CSA on the side.,32.04295313699913,2.4149519769998733,2.750240612000198,38.265282587999536,1.0802616629989643,7.345260704998509,14,12853.02,595.49,1220.9
29,llava-v1.5-7B-F16,0.8749999997812503,0.7905694148373941,0.6786044039656115,0.5946035573327129,0.37125789279787613,0.7176470588235294,0.742393101462927,0.022222222222222223,0.07142857142857144,0.0, A large jet is parked on the runway.,32.04295313699913,2.4704094900007476,2.76661349799906,38.35610969300251,1.0717573500005528,6.308084213000257,12,12853.02,595.49,1220.9
30,llava-v1.5-7B-F16,0.818181818033058,0.4045199174025576,2.6295358938255247e-06,6.904573081909778e-09,0.20846905537459282,0.4803149606299213,0.16827816872556034,0.05405405405405406,0.13333333333333336,0.0, A large silver airplane with a blue stripe on the side.,32.04295313699913,2.496520396000051,2.7634821179999562,38.13699148200067,1.0754479490005906,8.03146702900085,15,12853.02,595.49,1220.9
31,llava-v1.5-7B-F16,0.9999999999285716,0.9607689227592571,0.9162603270034179,0.8048293455924775,0.4634280696181324,0.8145400593471811,1.0591110128927737,0.17073170731707316,0.4444444444444445,0.09302325581395349, A plane is flying in the sky with a beautiful sunset in the background.,32.04295313699913,2.479493504997663,2.7429876169990166,38.245587773002626,1.1136392549997254,8.874958412001433,17,12853.02,595.49,1220.9
32,llava-v1.5-7B-F16,0.9999999996666668,0.9999999996500001,0.9085602960778836,0.7071067809007587,0.9500000000000001,0.8944281524926685,1.137490586635161,0.06451612903225806,0.1142857142857143,0.038461538461538464, Two planes flying in the sky.,32.04295313699913,2.4490102950003347,2.754294923000998,38.318504219001625,1.0774092909996398,4.706338151001546,9,12853.02,595.49,1220.9
34,llava-v1.5-7B-F16,0.9999999997142859,0.9128709289035893,0.7937005257359111,0.5946035573035137,0.46076005595009917,0.7800511508951408,0.6890275216532031,0.055045871559633024,0.13793103448275862,0.046511627906976744, A plane is flying in the sky.,32.04295313699913,2.685558139999557,2.9346470679993217,42.80507555999975,1.294855510999696,5.550126972999351,9,12853.02,595.49,1220.9
35,llava-v1.5-7B-F16,0.8888888886913584,0.8164965807406125,0.7249202484964744,0.596949179054208,0.3960538727444344,0.6939704209328782,0.9292981937747241,0.06818181818181818,0.1904761904761905,0.0, A large white airplane is parked at the airport.,32.04295313699913,2.4554364239993447,2.8276559459991404,38.30496250400029,1.070577016002062,7.361608782997791,14,12853.02,595.49,1220.9
38,llava-v1.5-7B-F16,0.8888888886913584,0.8164965807406125,0.780896665433669,0.7506238535645454,0.5338847664689444,0.8323586744639376,2.422552754698621,0.12048192771084336,0.2608695652173913,0.12121212121212122, A silver plane is on display in a museum.,32.04295313699913,2.4965660070010927,2.759958368998923,38.08271801199953,1.072467574998882,5.773912386997836,11,12853.02,595.49,1220.9
41,llava-v1.5-7B-F16,0.9999999998000004,0.8819171035069142,0.6631762011754477,8.03428418768105e-05,0.2993230258103345,0.662563359884142,0.866575232228,0.06451612903225806,0.12903225806451613,0.0, A blue and white plane is sitting on a lake.,32.04295313699913,2.515731407000203,2.7797832379983447,37.9319235490002,1.082126123999842,6.36761180600115,12,12853.02,595.49,1220.9
42,llava-v1.5-7B-F16,0.9999999997500004,0.9999999997410718,0.9999999997301591,0.9457416087349345,0.4821646797172655,0.875,1.7579502096736732,0.0392156862745098,0.09523809523809523,0.0, A fighter jet is parked on the runway.,32.04295313699913,2.445186855000429,2.7443195169998944,38.31771905900132,1.0746879849994002,6.8750151570002345,13,12853.02,595.49,1220.9
43,llava-v1.5-7B-F16,0.7999999998400004,0.4216370212691143,2.8114422170763706e-06,7.506238535853963e-09,0.1998477351108864,0.4535315985130111,0.49074567333556857,0.075,0.2,0.0, A large airplane with the word Lufthansa on the side.,32.04295313699913,2.57534457499969,3.078253092000523,42.56954277499972,1.2383153320006386,10.796196277999115,17,12853.02,595.49,1220.9
46,llava-v1.5-7B-F16,0.999999999818182,0.9999999998136365,0.9999999998084177,0.9671682099426604,0.4530721351015261,0.8584831899921813,1.3691739733848654,0.14583333333333334,0.19999999999999998,0.1, A red and white plane flying over a body of water.,32.04295313699913,2.4558421399997314,2.7719320409996726,38.19491224399826,1.0824092849979934,6.908182565999596,13,12853.02,595.49,1220.9
47,llava-v1.5-7B-F16,0.9999999997142859,0.9999999997023811,0.9999999996873018,0.9999999996672622,1.0,1.0,2.431436323532424,0.08333333333333333,0.18181818181818182,0.05714285714285715, A plane is flying in the sky.,32.04295313699913,2.507278758001121,2.7825279089993273,38.208486804998756,1.1434330669999326,4.765684981999584,9,12853.02,595.49,1220.9
48,llava-v1.5-7B-F16,0.9999999997500004,0.9258200995328305,0.6586337558306233,8.694417436433826e-05,0.457134848012653,0.6747787610619468,0.6458614859377765,0.09009009009009009,0.14285714285714288,0.044444444444444446, A large Lufthansa airplane is on the runway.,32.04295313699913,2.4644119479999063,2.776824492000742,38.30307012200137,1.06944388500051,8.412621922001563,16,12853.02,595.49,1220.9
49,llava-v1.5-7B-F16,0.9999999997142859,0.9999999997023811,0.9283177664322725,0.7952707285024341,0.4829807991795535,1.0,1.7831317015806671,0.06666666666666667,0.15384615384615385,0.05555555555555556, A plane is flying over a mountain.,32.04295313699913,2.480607493002026,2.773362949999864,38.092946191998635,1.1419029999997292,4.709781441000814,9,12853.02,595.49,1220.9
50,llava-v1.5-7B-F16,0.7999999998400004,0.5962847938773745,0.44628863329348356,0.3356891924299591,0.1883767681214805,0.4535315985130111,0.07803996973615651,0.0449438202247191,0.125,0.024096385542168676, A group of people standing around with pots and pans.,32.04295313699913,2.7032752459999756,3.0654322410009627,44.05523486099992,1.2221719699991809,8.73914321400116,14,12853.02,595.49,1220.9
51,llava-v1.5-7B-F16,0.9999999997777782,0.9999999997708338,0.9999999997625665,0.9999999997524806,0.5294013266813485,1.0,2.3633181098492577,0.07272727272727272,0.21428571428571425,0.028169014084507043, A person sitting on a bench with a bike.,32.04295313699913,2.472516200999962,2.76232574200003,38.63373852599943,1.093478437000158,6.878673447999972,13,12853.02,595.49,1220.9
54,llava-v1.5-7B-F16,0.8888888886913584,0.8164965807406125,0.780896665433669,0.7506238535645454,0.48175204087304746,0.7558859975216852,1.1795289589760931,0.056603773584905655,0.13333333333333333,0.0, A woman riding a bike on a concrete surface.,32.04295313699913,2.7268381059984677,3.074077532000956,42.266817755000375,1.228479936999065,8.085645127999669,13,12853.02,595.49,1220.9
56,llava-v1.5-7B-F16,0.8749999997812503,0.8660254035602003,0.7937005257699269,0.7400828042823752,0.36987498645672134,0.75,1.3974277947707643,0.07058823529411765,0.21052631578947367,0.04347826086956522, A girl with a helmet on her head.,32.04295313699913,2.4498828319992754,2.773941849001858,38.12142627599678,1.070740407998528,5.734603582997806,11,12853.02,595.49,1220.9
58,llava-v1.5-7B-F16,0.9090909089256201,0.6741998623375959,0.5331122820285826,0.37097233129492274,0.4421771788228459,0.7395219951506755,0.42136082983636924,0.042105263157894736,0.1904761904761905,0.0, A man wearing a yellow and green shirt riding a bike.,32.04295313699913,2.4129220729992085,2.7406408229981025,38.278354079000565,1.0847726809988671,8.961184342999331,17,12853.02,595.49,1220.9
63,llava-v1.5-7B-F16,0.9999999997500004,0.9999999997410718,0.8735804645005713,0.7186082237223492,0.444148062557748,0.875,0.6738544391022803,0.09345794392523364,0.2222222222222222,0.07692307692307693, A group of bicyclists riding down a street.,32.04295313699913,2.45143247300075,2.746888793000835,38.08168611200017,1.0701163340017956,7.325910247000138,14,12853.02,595.49,1220.9
64,llava-v1.5-7B-F16,0.9999999997777782,0.9999999997708338,0.9999999997625665,0.9554427919678762,0.546544685870167,0.8299319727891156,1.6165953635744588,0.1320754716981132,0.32,0.125, A group of people riding bikes on a bridge.,32.04295313699913,2.4516588509977737,2.7462110689994006,38.03736054500041,1.0738544410014583,6.955615975999535,13,12853.02,595.49,1220.9
65,llava-v1.5-7B-F16,0.9999999997777782,0.8660254035859749,0.7539474409501415,0.6147881527990924,0.3149343539405847,0.6666666666666666,0.5031478414255703,0.07936507936507937,0.15,0.04347826086956522, A wooden bike with a basket on the front.,32.04295313699913,2.472632168999553,2.785863965000317,38.36381566899945,1.0736675770021975,6.278799019000871,12,12853.02,595.49,1220.9
66,llava-v1.5-7B-F16,0.9999999997500004,0.9999999997410718,0.9999999997301591,0.9457416087349345,0.26473200184353385,0.6661466458658345,0.47232353831394097,0.0272108843537415,0.10256410256410257,0.0, A man is kneeling down on the sidewalk.,32.04295313699913,2.4606834950027405,2.7842420150009275,38.17697428199972,1.0786324040018371,6.32715985500181,12,12853.02,595.49,1220.9
67,llava-v1.5-7B-F16,0.9999999997500004,0.9999999997410718,0.8735804645005713,0.0001074569931518761,0.38497544273759704,0.7970383275261324,1.1653612041344472,0.05063291139240507,0.19999999999999998,0.0, A bicycle is propped up against a table.,32.04295313699913,2.4653224009998667,2.767936610000106,38.250860385000124,1.0755557140000747,6.923767943999337,13,12853.02,595.49,1220.9
69,llava-v1.5-7B-F16,0.9999999997500004,0.9258200995328305,0.8298265331423224,0.6914415690877681,0.30717337063339945,0.6984732824427481,0.8238433914106013,0.07407407407407407,0.2222222222222222,0.0, A woman riding a bike on a road.,32.04295313699913,2.4826360549996025,2.770159888001217,38.378477037000266,1.0843590719996428,6.2332051930025045,12,12853.02,595.49,1220.9
76,llava-v1.5-7B-F16,0.7777777776049386,0.6236095643194133,3.815714140938464e-06,9.809436518847681e-09,0.386282683559152,0.6916099773242631,0.30053765242536223,0.02061855670103093,0.07692307692307691,0.0, A bicycle with a black tire and white rim.,32.04295313699913,2.4794654689994786,2.7634962279998945,38.13852049799971,1.0405924790002246,6.924257281999417,14,12853.02,595.49,1220.9
77,llava-v1.5-7B-F16,0.8888888886913584,0.8164965807406125,0.780896665433669,0.6985342054851089,0.34659206404906345,0.6797198344476282,0.5680022775905532,0.03809523809523809,0.16666666666666666,0.0, A man riding a bike with a helmet on.,32.04295313699913,2.495050176999939,2.778598044998944,38.27189307200024,1.1228048079974542,7.329420600999583,14,12853.02,595.49,1220.9
78,llava-v1.5-7B-F16,0.9999999997500004,0.8451542545096824,0.7094917057937421,0.6147881527768917,0.5002614954558537,0.8026315789473684,0.7092225627760762,0.08163265306122451,0.19354838709677416,0.0, A man riding a bike on a road.,32.04295313699913,2.453712913000345,2.7939385819991003,38.142313759999524,1.0698621029987407,6.401858437000556,12,12853.02,595.49,1220.9
80,llava-v1.5-7B-F16,0.9999999997500004,0.9999999997410718,0.9999999997301591,0.9999999997163694,0.8999999999999999,1.0,1.427553749767156,0.10101010101010102,0.24000000000000002,0.037037037037037035, A man riding a bike on a street.,32.04295313699913,2.4609405440005503,2.7793430559995613,38.13949592999961,1.0730421179996483,6.390769903000546,12,12853.02,595.49,1220.9
81,llava-v1.5-7B-F16,0.9230769229349115,0.7844645404295353,0.6949737481260013,0.6053287452374665,0.5099674532452215,0.8014598540145984,0.6701441091471826,0.07619047619047618,0.2608695652173913,0.0, A little boy in a blue coat and red hat riding a bike.,32.04295313699913,2.505138308999449,2.741570345000582,38.23503375999826,1.1395053859996551,9.048434057000122,17,12853.02,595.49,1220.9
82,llava-v1.5-7B-F16,0.9999999997777782,0.9999999997708338,0.9999999997625665,0.9999999997524806,0.5592110264300063,0.8806393400360918,1.2773259809319994,0.1348314606741573,0.2727272727272727,0.04081632653061225, A woman riding a bike on a dirt trail.,32.04295313699913,2.4589604850007163,2.785544046000723,38.02006121100021,1.086570887999187,7.588290911999138,14,12853.02,595.49,1220.9
88,llava-v1.5-7B-F16,0.9999999997142859,0.9999999997023811,0.9283177664322725,0.7952707285024341,0.9600000000000002,0.8571428571428571,1.3930901063545482,0.0821917808219178,0.25,0.0689655172413793, A bike is leaning against a tree.,32.04295313699913,2.482893671000056,2.7715460719991825,38.24953432199982,1.095877127001586,5.759946084999683,11,12853.02,595.49,1220.9
89,llava-v1.5-7B-F16,0.8888888886913584,0.6666666665138892,0.5026316273000944,6.782652180382661e-05,0.34607162039415584,0.5962854349951124,0.3274063198633173,0.13559322033898305,0.3157894736842105,0.08, A man is adjusting the handlebars of a bicycle.,32.04295313699913,2.552063275999899,2.8975706199998967,40.55376632499974,1.119152301000213,8.339177713999561,15,12853.02,595.49,1220.9
90,llava-v1.5-7B-F16,0.6666666664444446,0.3651483715423091,3.218297947487514e-06,1.0266900956653875e-08,0.24335772543009682,0.5545454545454546,0.3127454814788474,0.021505376344086023,0.07999999999999999,0.0, A bicycle with a wheel off.,32.04295313699913,2.4769137209987093,2.764992231001088,38.05296366699986,1.0993853049985773,5.169738262000465,10,12853.02,595.49,1220.9
91,llava-v1.5-7B-F16,0.9999999997777782,0.9999999997708338,0.9999999997625665,0.9999999997524806,1.0,1.0,1.0684249603465732,0.12844036697247707,0.29629629629629634,0.1, A group of people riding bikes on a bridge.,32.04295313699913,2.433050171999639,2.7467181980009627,38.38549093899928,1.0740675299985014,6.882533862000855,13,12853.02,595.49,1220.9
93,llava-v1.5-7B-F16,0.7777777776049386,0.6236095643194133,0.38157141409384626,5.51625153137941e-05,0.35753911590994153,0.6161616161616161,0.8178534069052814,0.055944055944055944,0.12121212121212122,0.025641025641025647, Two men standing next to each other with bicycles.,32.04295313699913,2.418474211001012,2.750013990000298,38.18101441500039,1.0830084799999895,6.930971988000238,13,12853.02,595.49,1220.9
94,llava-v1.5-7B-F16,0.7499999998750001,0.5838742080216183,0.32424965856735233,4.411629358530063e-05,0.340036030592164,0.5865384615384615,0.27175027132334423,0.08,0.23529411764705882,0.0625, A man is holding a bike with a basket on the front.,32.04295313699913,2.5104034260002663,2.7624140129992156,38.08026338799755,1.113949874001264,7.887612116999662,15,12853.02,595.49,1220.9
98,llava-v1.5-7B-F16,0.9999999997500004,0.9258200995328305,0.753947440925708,0.5410822689004724,0.3090046331141728,0.75,0.6102835873790531,0.08080808080808081,0.25,0.0, A person riding a bike on a sidewalk.,32.04295313699913,2.4539077739973436,2.7712871080002515,38.19682815299893,1.144828852997307,6.747594754000602,13,12853.02,595.49,1220.9
103,llava-v1.5-7B-F16,0.8333333330555557,0.7071067809390603,0.49999999981388915,8.034284186199331e-05,0.37535105666915713,0.8333333333333334,0.4720361724535211,0.047619047619047616,0.1904761904761905,0.0, A duck swimming in the water.,32.04295313699913,2.491093926000758,2.7709057059983024,38.07673318999878,1.0727926159997878,5.424158023000928,10,12853.02,595.49,1220.9
105,llava-v1.5-7B-F16,0.9999999997142859,0.9999999997023811,0.9999999996873018,0.9999999996672622,0.4071047427691951,1.0,1.3211838028060454,0.06451612903225806,0.15384615384615385,0.038461538461538464, A bird is flying over the water.,32.04295313699913,2.4698180289997254,2.8196143040004245,38.08306160800021,1.076578961999985,4.820832706998772,9,12853.02,595.49,1220.9
106,llava-v1.5-7B-F16,0.9999999997142859,0.9999999997023811,0.9999999996873018,0.9999999996672622,0.4996193377772159,1.0,1.9132473257025173,0.11594202898550725,0.25,0.0625, A small bird perched on a branch.,32.04295313699913,2.4517691590008326,2.7711095830018166,38.207109405000665,1.0776406379991386,5.276388135000161,10,12853.02,595.49,1220.9
107,llava-v1.5-7B-F16,0.9999999996666668,0.8944271906868665,0.7368062994538218,0.00010745699313892367,0.4598636356077838,1.0,1.528923914887201,0.04545454545454545,0.16666666666666666,0.0, A duck swimming in the water.,32.04295313699913,2.423200822999206,2.749615136999637,38.22198796899829,1.080551433002256,5.285828962001688,10,12853.02,595.49,1220.9
109,llava-v1.5-7B-F16,0.9166666665138891,0.8660254036368208,0.8067143228713007,0.7348889199554272,0.36213454969157133,0.8190537084398977,0.7858558030537108,0.13008130081300814,0.17647058823529413,0.07017543859649122, A white bird with a long beak standing on a concrete ledge.,32.04295313699913,2.4625999730005788,2.778101863000302,37.44936214600057,1.0584421270004896,8.75748069400015,16,12853.02,595.49,1220.9
114,llava-v1.5-7B-F16,0.9999999997142859,0.9999999997023811,0.9999999996873018,0.9999999996672622,1.0,1.0,2.7559365896185355,0.10638297872340426,0.2222222222222222,0.1111111111111111, A group of birds in a cage.,32.04295313699913,2.4509711689988762,2.7592091240003356,38.19870724999964,1.0731759240006795,5.344519066999055,10,12853.02,595.49,1220.9
120,llava-v1.5-7B-F16,0.9999999997500004,0.9999999997410718,0.9999999997301591,0.9999999997163694,1.0,1.0,3.7415811452455863,0.1,0.2857142857142857,0.0, A bird is perched on a bird feeder.,32.04295313699913,2.496547239999927,2.8445571590000327,38.66909056499935,1.0970036369999434,6.844658022999283,12,12853.02,595.49,1220.9
122,llava-v1.5-7B-F16,0.8571428568979593,0.8451542544769828,0.8298265331067581,0.7311104454657565,0.41810668469067785,0.7904967602591793,2.3434785664259996,0.048192771084337345,0.07142857142857144,0.0, A bald eagle perched on a wire.,32.04295313699913,2.4901552729988907,2.7667451859997527,38.208032776001346,1.070280931000525,5.8641290980012855,11,12853.02,595.49,1220.9
123,llava-v1.5-7B-F16,0.9999999997142859,0.9999999997023811,0.9999999996873018,0.9999999996672622,0.9076923076923079,0.9360613810741688,1.9312458860671642,0.08955223880597014,0.1904761904761905,0.05882352941176471, A bird is flying in the sky.,32.04295313699913,2.494776675997855,2.773024426998745,38.3305508400008,1.143268910000188,4.655266928002675,9,12853.02,595.49,1220.9
125,llava-v1.5-7B-F16,0.9999999996666668,0.9999999996500001,0.999999999627778,0.9999999995958335,0.48406698485029875,0.9104477611940297,2.6470538513848774,0.1276595744680851,0.33333333333333337,0.13333333333333333, A bird perched on a branch.,32.04295313699913,2.489764933998231,2.7871238110019476,38.017365588002576,1.07229725200159,4.777311473000736,9,12853.02,595.49,1220.9
126,llava-v1.5-7B-F16,0.8571428568979593,0.5345224836657648,3.851713569903937e-06,1.0932651135653227e-08,0.23612007167835308,0.2857142857142857,0.4303802312831276,0.018867924528301886,0.05714285714285715,0.0, A bird is flying over a fence.,32.04295313699913,2.474078244998964,2.760584679999738,38.11589460899995,1.0742423560004681,5.229971467000723,10,12853.02,595.49,1220.9
127,llava-v1.5-7B-F16,0.9999999997500004,0.9999999997410718,0.9999999997301591,0.9457416087349345,0.9249999999999999,1.0,1.720814464539135,0.1621621621621622,0.3157894736842105,0.10256410256410257, Two birds flying over a body of water.,32.04295313699913,2.451968516001216,2.76062658599767,38.11126491399773,1.0734654099978798,5.238780484000017,10,12853.02,595.49,1220.9
132,llava-v1.5-7B-F16,0.9999999998461542,0.8660254036484286,0.6985747126583495,0.5655095705892732,0.3975629887170166,0.689822294022617,0.9887429077449823,0.1627906976744186,0.3,0.14814814814814814, A blue and green bird with long tail feathers perched on a branch.,32.04295313699913,2.55719315099941,2.834469327000079,39.74091564199989,1.137204247000227,10.20206132400017,17,12853.02,595.49,1220.9
134,llava-v1.5-7B-F16,0.9999999997500004,0.9999999997410718,0.8735804645005713,0.7952707285414876,0.4414109087995088,0.8097345132743362,2.311171508778159,0.09876543209876544,0.14814814814814814,0.05128205128205127, A black bird is standing on a sidewalk.,32.04295313699913,2.4556296089976968,2.7848163260023284,38.26073102499868,1.068994797002233,5.875293279001198,11,12853.02,595.49,1220.9
135,llava-v1.5-7B-F16,0.9999999997500004,0.9999999997410718,0.9999999997301591,0.9999999997163694,1.0,1.0,3.2311365055786156,0.08955223880597014,0.25,0.0, A bird is perched on a bird feeder.,32.04295313699913,2.4474572660001286,2.7678393999995023,38.299947884002904,1.0703059080005914,6.301796130999719,12,12853.02,595.49,1220.9
137,llava-v1.5-7B-F16,0.8571428568979593,0.7559289457934757,0.6999028045563435,0.6434588839466586,0.23331145945598367,0.5700934579439253,0.5360493507884281,0.06451612903225806,0.13793103448275862,0.03389830508474576, A bird with a long tail feather.,32.04295313699913,2.4841598980019626,2.7663289410011203,38.054437497001345,1.0647269379987847,5.376992116998736,10,12853.02,595.49,1220.9
141,llava-v1.5-7B-F16,0.8333333330555557,0.7071067809390603,4.999999998138894e-06,1.428720214271959e-08,0.2757854327784972,0.5020576131687242,1.0268708521163425,0.04040404040404041,0.17391304347826084,0.0, Three birds flying in the sky.,32.04295313699913,2.462330688998918,2.7800035090003803,38.05930580199856,1.0724759170007019,4.145166825997876,8,12853.02,595.49,1220.9
142,llava-v1.5-7B-F16,0.9999999996666668,0.9999999996500001,0.999999999627778,0.9999999995958335,0.84,0.8944281524926685,1.9912758602093297,0.09900990099009901,0.23076923076923078,0.038461538461538464, Two people walking on the beach.,32.04295313699913,2.435419194000133,2.7599216269991302,38.236385456999415,1.0891425039990281,4.219134266997571,8,12853.02,595.49,1220.9
144,llava-v1.5-7B-F16,0.9999999997500004,0.9999999997410718,0.9999999997301591,0.9999999997163694,1.0,1.0,2.8201625874815424,0.13513513513513511,0.3157894736842105,0.14285714285714288, A group of birds standing in the snow.,32.04295313699913,2.454563278999558,2.814256060999469,38.20534625399887,1.0745579930007807,5.283580458999495,10,12853.02,595.49,1220.9
145,llava-v1.5-7B-F16,0.8749999997812503,0.8660254035602003,0.8549879731076379,0.594603557332713,0.25447529265705565,0.6489361702127661,0.5095511581561118,0.048192771084337345,0.1111111111111111,0.0, A yellow parrot is standing on a perch.,32.04295313699913,2.4583398530012346,2.8236477250011376,38.241046305000054,1.0811782920009136,6.471514463999483,12,12853.02,595.49,1220.9
148,llava-v1.5-7B-F16,0.9999999997500004,0.9999999997410718,0.9999999997301591,0.9999999997163694,1.0,1.0,2.994200631886858,0.08823529411764706,0.23529411764705882,0.0, A bird is perched on a tree branch.,32.04295313699913,2.475521440999728,2.759761180001078,37.965142066001135,1.0666287909989478,5.853842178999912,11,12853.02,595.49,1220.9
153,llava-v1.5-7B-F16,0.8333333331944446,0.7784989440288245,0.6235319076547835,0.4817712540105097,0.35382598153164607,0.6630434782608696,0.618712912464108,0.04918032786885246,0.14814814814814814,0.0, A red boat with a black top is sailing in the ocean.,32.04295313699913,2.7313244540000596,2.9785310509996634,42.51987986200038,1.2217215820001002,9.511414607000916,15,12853.02,595.49,1220.9
154,llava-v1.5-7B-F16,0.9999999997777782,0.9999999997708338,0.9499142513674551,0.8694417436747791,0.485997880002399,0.8323586744639376,1.9785884050447644,0.07843137254901959,0.12121212121212122,0.0, A large cruise ship is docked in the harbor.,32.04295313699913,2.4383207360006054,2.8201201310002944,37.98899175800034,1.0711679449996154,7.376053998999851,14,12853.02,595.49,1220.9
